,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,au_dict_bio,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
6623,JAMEW,Jameson W.,Jameson,William,,"Jameson, W.n.","Jameson, W.n.","Jameson, W.",0.875,2.0,http://www.wikidata.org/entity/Q18672854,William Jameson,Jameson,W.,"Jameson, W.",,307442922,,,40237-1,W.Jameson,,,,1815.0,1882.0,,,http://www.wikidata.org/wiki/Q18672854,,,https://www.ipni.org/a/40237-1,,,
7555,N054,Neville P.,Neville,P.,,"Neville, P.n.","Neville, P.n.","Neville, P.",0.875,2.0,http://www.wikidata.org/entity/Q21522103,Pierre Neville,Neville,P.,"Neville, P.",,,,69629,24033-1,Neville,,,,1934.0,2009.0,,,http://www.wikidata.org/wiki/Q21522103,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=69629,https://www.ipni.org/a/24033-1,,,
7556,N054,Neville P.,Neville,P.,,"Neville, P.n.","Neville, P.n.","Neville, P.",0.875,2.0,http://www.wikidata.org/entity/Q21394763,Pierre Neville,Neville,P.,"Neville, P.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21394763,,,,,,
6460,JAHNA,Dr. Alfredo Jahn,Jahn,Alfredo,,"Jahn, A.n.","Jahn, A.n.","Jahn, A.",0.875,3.0,http://www.wikidata.org/entity/Q55054653,Alfred Jahn,Jahn,A.,"Jahn, A.",,,,,,,,,,1903.0,1985.0,,,http://www.wikidata.org/wiki/Q55054653,,,,,,
6461,JAHNA,Dr. Alfredo Jahn,Jahn,Alfredo,,"Jahn, A.n.","Jahn, A.n.","Jahn, A.",0.875,3.0,http://www.wikidata.org/entity/Q3647966,Alfredo Jahn,Jahn,A.,"Jahn, A.",,70267854,0000 0000 8259 5511,3691.0,4400-1,Al.Jahn,,,,1867.0,1940.0,,,http://www.wikidata.org/wiki/Q3647966,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=3691,https://www.ipni.org/a/4400-1,,,
6462,JAHNA,Dr. Alfredo Jahn,Jahn,Alfredo,,"Jahn, A.n.","Jahn, A.n.","Jahn, A.",0.875,3.0,http://www.wikidata.org/entity/Q47119447,Adolf Jahn,Jahn,A.,"Jahn, A.",,,,69263,4399-1,A.Jahn,,,,,,,,http://www.wikidata.org/wiki/Q47119447,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=69263,https://www.ipni.org/a/4399-1,,,
5152,WALKA,Walker A.,Walker,A.,,"Walker, A.n.","Walker, A.n.","Walker, A.",0.875,4.0,http://www.wikidata.org/entity/Q455361,Amasa Walker,Walker,A.,"Walker, A.",,6500132,0000 0000 8422 2161,,,,,,,1799.0,1875.0,,,http://www.wikidata.org/wiki/Q455361,,,,,,
5153,WALKA,Walker A.,Walker,A.,,"Walker, A.n.","Walker, A.n.","Walker, A.",0.875,4.0,http://www.wikidata.org/entity/Q4720321,Alexander Walker,Walker,A.,"Walker, A.",,43264062,0000 0000 8122 0734,,,,,,,1779.0,1852.0,,,http://www.wikidata.org/wiki/Q4720321,,,,,,
5154,WALKA,Walker A.,Walker,A.,,"Walker, A.n.","Walker, A.n.","Walker, A.",0.875,4.0,http://www.wikidata.org/entity/Q88809825,Anne-Sophie Walker,Walker,A.,"Walker, A.",,,,,20034555-1,A.-S.Walker,,,,,,,,http://www.wikidata.org/wiki/Q88809825,,,https://www.ipni.org/a/20034555-1,,,
5155,WALKA,Walker A.,Walker,A.,,"Walker, A.n.","Walker, A.n.","Walker, A.",0.875,4.0,http://www.wikidata.org/entity/Q1037579,Alick Walker,Walker,A.,"Walker, A.",,49285510,0000 0000 2140 6801,,,,,,,1925.0,1999.0,,,http://www.wikidata.org/wiki/Q1037579,,,,,,
6581,HARRW,Harris W.H.,Harris,William,H.,"Harris, W.H.","Harris, W.H.","Harris, W.",0.875,4.0,http://www.wikidata.org/entity/Q18672693,Walter Harris,Harris,W.,"Harris, W.",,22479704,0000 0000 8364 0150,,,,,,,1647.0,1732.0,,,http://www.wikidata.org/wiki/Q18672693,,,,,,
6582,HARRW,Harris W.H.,Harris,William,H.,"Harris, W.H.","Harris, W.H.","Harris, W.",0.875,4.0,http://www.wikidata.org/entity/Q2579125,William Harris,Harris,W.,"Harris, W.",,,,4238.0,3679-1,Harris,,,,1860.0,1920.0,,,http://www.wikidata.org/wiki/Q2579125,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=4238,https://www.ipni.org/a/3679-1,,,
6583,HARRW,Harris W.H.,Harris,William,H.,"Harris, W.H.","Harris, W.H.","Harris, W.",0.875,4.0,http://www.wikidata.org/entity/Q18985310,Warwick Harris,Harris,W.,"Harris, W.",,,,,14348-1,W.Harris,,,,1940.0,,,,http://www.wikidata.org/wiki/Q18985310,,,https://www.ipni.org/a/14348-1,,,
6584,HARRW,Harris W.H.,Harris,William,H.,"Harris, W.H.","Harris, W.H.","Harris, W.",0.875,4.0,http://www.wikidata.org/entity/Q8010914,William Harris,Harris,W.,"Harris, W.",,226148390819110830000,,,,,,,harris-william-6582,1867.0,1931.0,,,http://www.wikidata.org/wiki/Q8010914,,,,,,http://adb.anu.edu.au/biography/harris-william-6582
8833,FRASJ,Fraser J.,Fraser,J.,,"Fraser, J.n.","Fraser, J.n.","Fraser, J.",0.875,8.0,http://www.wikidata.org/entity/Q1337783,John Fraser,Fraser,J.,"Fraser, J.",,74632779,0000 0000 5472 6967,49970.0,2885-1,Fraser,,,,1750.0,1811.0,,,http://www.wikidata.org/wiki/Q1337783,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=49970,https://www.ipni.org/a/2885-1,,,
8834,FRASJ,Fraser J.,Fraser,J.,,"Fraser, J.n.","Fraser, J.n.","Fraser, J.",0.875,8.0,http://www.wikidata.org/entity/Q21513488,John Fraser,Fraser,J.,"Fraser, J.",,98147118197226340936,,79159,2884-1,J.Fraser,,,,1854.0,1935.0,,,http://www.wikidata.org/wiki/Q21513488,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=79159,https://www.ipni.org/a/2884-1,,,
8835,FRASJ,Fraser J.,Fraser,J.,,"Fraser, J.n.","Fraser, J.n.","Fraser, J.",0.875,8.0,http://www.wikidata.org/entity/Q21513487,John Fraser,Fraser,J.,"Fraser, J.",,,,,20005690-1,Fraser f.,,,,1780.0,1852.0,,,http://www.wikidata.org/wiki/Q21513487,,,https://www.ipni.org/a/20005690-1,,,
8836,FRASJ,Fraser J.,Fraser,J.,,"Fraser, J.n.","Fraser, J.n.","Fraser, J.",0.875,8.0,http://www.wikidata.org/entity/Q47117447,James Fraser,Fraser,J.,"Fraser, J.",,,,,20005691-1,James Fraser,,,,,,,,http://www.wikidata.org/wiki/Q47117447,,,https://www.ipni.org/a/20005691-1,,,
8837,FRASJ,Fraser J.,Fraser,J.,,"Fraser, J.n.","Fraser, J.n.","Fraser, J.",0.875,8.0,http://www.wikidata.org/entity/Q6134204,James Fraser,Fraser,J.,"Fraser, J.",,94197278,0000 0001 1578 4010,,,,,,fraser-james-mcintosh-10242,1889.0,1961.0,,,http://www.wikidata.org/wiki/Q6134204,,,,,,http://adb.anu.edu.au/biography/fraser-james-mcintosh-10242
8838,FRASJ,Fraser J.,Fraser,J.,,"Fraser, J.n.","Fraser, J.n.","Fraser, J.",0.875,8.0,http://www.wikidata.org/entity/Q6195069,Jim Fraser,Fraser,J.,"Fraser, J.",,94971434,,,,,,,fraser-james-reay-jim-10687,1908.0,1970.0,,,http://www.wikidata.org/wiki/Q6195069,,,,,,http://adb.anu.edu.au/biography/fraser-james-reay-jim-10687
8839,FRASJ,Fraser J.,Fraser,J.,,"Fraser, J.n.","Fraser, J.n.","Fraser, J.",0.875,8.0,http://www.wikidata.org/entity/Q21539485,James Fraser,Fraser,J.,"Fraser, J.",,,,,,,,,fraser-james-10700,1861.0,1936.0,,,http://www.wikidata.org/wiki/Q21539485,,,,,,http://adb.anu.edu.au/biography/fraser-james-10700
8840,FRASJ,Fraser J.,Fraser,J.,,"Fraser, J.n.","Fraser, J.n.","Fraser, J.",0.875,8.0,http://www.wikidata.org/entity/Q24081024,John Fraser,Fraser,J.,"Fraser, J.",,,,,,,,,fraser-john-10243,1945.0,1968.0,,,http://www.wikidata.org/wiki/Q24081024,,,,,,http://adb.anu.edu.au/biography/fraser-john-10243
770,SHORC,Short C.W.,Short,C.W.,,"Short, C.W.n.","Short, C.W.n.","Short, C.W.",0.874,1.0,http://www.wikidata.org/entity/Q15474732,Charles Wilkins Short,Short,C.W.,"Short, C.W.",,157145067409666631069,0000 0004 5453 6820,20123.0,9591-1,Short,,,,1794.0,1863.0,,,http://www.wikidata.org/wiki/Q15474732,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=20123,https://www.ipni.org/a/9591-1,,,
1037,G030,Girard R.,Girard,R.,,"Girard, R.n.","Girard, R.n.","Girard, R.",0.874,1.0,http://www.wikidata.org/entity/Q21516382,R. Girard,Girard,R.,"Girard, R.",,,,,19369-1,R.Girard,,,,,,,,http://www.wikidata.org/wiki/Q21516382,,,https://www.ipni.org/a/19369-1,,,
1468,GRDGR,Gardner G.,Gardner,George,,"Gardner, G.n.","Gardner, G.n.","Gardner, G.",0.874,1.0,http://www.wikidata.org/entity/Q2404423,George Gardner,Gardner,G.,"Gardner, G.",,69713366,0000 0001 0150 8621,849.0,3026-1,Gardner,,,,1812.0,1849.0,,,http://www.wikidata.org/wiki/Q2404423,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=849,https://www.ipni.org/a/3026-1,,,
1651,LOIDJ,Loidi J.,Loidi,J.,,"Loidi, J.n.","Loidi, J.n.","Loidi, J.J.",0.874,1.0,http://www.wikidata.org/entity/Q5927876,Javier José Loidi,Loidi,J.J.,"Loidi, J.J.",,1040152503039110800002,,80258,22501-1,Loidi,,,,1953.0,,,,http://www.wikidata.org/wiki/Q5927876,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=80258,https://www.ipni.org/a/22501-1,,,
2253,SZEPV,Szépligeti V.,Szépligeti,V.,,"Szépligeti, V.n.","Szépligeti, V.n.","Szépligeti, G.",0.874,1.0,http://www.wikidata.org/entity/Q3122774,Győző Szépligeti,Szépligeti,G.,"Szépligeti, G.",,191092483,0000 0004 3508 9818,11521.0,10370-1,Szépl.,,,,1855.0,1915.0,,,http://www.wikidata.org/wiki/Q3122774,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11521,https://www.ipni.org/a/10370-1,,,
2626,COLLA4,Collie A.,Collie,Alexander,,"Collie, A.n.","Collie, A.n.","Collie, A.",0.874,1.0,http://www.wikidata.org/entity/Q443356,Alexander Collie,Collie,A.,"Collie, A.",,88267046,0000 0000 6325 9416,7374.0,1741-1,Collie,,P001140b,collie-alexander-1911,1793.0,1835.0,,,http://www.wikidata.org/wiki/Q443356,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=7374,https://www.ipni.org/a/1741-1,,http://www.eoas.info/biogs/P001140b,http://adb.anu.edu.au/biography/collie-alexander-1911
2796,NELME,Nelmes E.,Nelmes,E.,,"Nelmes, E.n.","Nelmes, E.n.","Nelmes, E.",0.874,1.0,http://www.wikidata.org/entity/Q18987018,Ernest Nelmes,Nelmes,E.,"Nelmes, E.",,287031408,0000 0003 9287 9376,18873,6902-1,Nelmes,,,,1895.0,1959.0,,,http://www.wikidata.org/wiki/Q18987018,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=18873,https://www.ipni.org/a/6902-1,,,
3003,LECHW,Lechler W.,Lechler,Willibald,,"Lechler, W.n.","Lechler, W.n.","Lechler, W.",0.874,1.0,http://www.wikidata.org/entity/Q6167484,Wilibald Lechler,Lechler,W.,"Lechler, W.",,170992565,0000 0001 1996 5206,10429.0,5381-1,Lechl.,Q6167484,,,1814.0,1856.0,,,http://www.wikidata.org/wiki/Q6167484,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=10429,https://www.ipni.org/a/5381-1,https://bloodhound-tracker.net/Q6167484,,
3777,L987,Linhart G.,Linhart,Gyorgy,,"Linhart, G.n.","Linhart, G.n.","Linhart, G.",0.874,1.0,http://www.wikidata.org/entity/Q1130242,György Linhart,Linhart,G.,"Linhart, G.",,232438313,0000 0003 6625 5981,22482.0,22399-1,Linh.,,,,1844.0,1925.0,,,http://www.wikidata.org/wiki/Q1130242,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22482,https://www.ipni.org/a/22399-1,,,
3794,LINKK,Linkola Kaarlo,Linkola,Kaarlo,,"Linkola, K.n.","Linkola, K.n.","Linkola, K.",0.874,1.0,http://www.wikidata.org/entity/Q6343553,Kaarlo Linkola,Linkola,K.,"Linkola, K.",,261243137,0000 0003 8135 1808,1679,5635-1,Linkola,,,,1888.0,1942.0,,,http://www.wikidata.org/wiki/Q6343553,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1679,https://www.ipni.org/a/5635-1,,,
4295,WIESA,Wiest Anton,Wiest,Anton,,"Wiest, A.n.","Wiest, A.n.","Wiest, A.",0.874,1.0,http://www.wikidata.org/entity/Q4112243,Anton Wiest,Wiest,A.,"Wiest, A.",,309685097,,33541.0,11655-1,Wiest,,,,1801.0,1835.0,,,http://www.wikidata.org/wiki/Q4112243,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=33541,https://www.ipni.org/a/11655-1,,,
4340,SCHOM,Schomburgk M.R.,Schomburgk,Moritz,Richard,"Schomburgk, M.R.","Schomburgk, M.R.","Schomburgk, R.",0.874,1.0,http://www.wikidata.org/entity/Q106178,Richard Schomburgk,Schomburgk,R.,"Schomburgk, R.",,30332468,0000 0000 8368 6685,,9231-1,M.R.Schomb.,Q106178,P000141b,schomburgk-moritz-richard-4543,1811.0,1891.0,,,http://www.wikidata.org/wiki/Q106178,,,https://www.ipni.org/a/9231-1,https://bloodhound-tracker.net/Q106178,http://www.eoas.info/biogs/P000141b,http://adb.anu.edu.au/biography/schomburgk-moritz-richard-4543
4457,LOVEJ,Loveridge J.P.,Loveridge,John,Peri,"Loveridge, J.P.","Loveridge, J.P.","Loveridge, A.",0.874,1.0,http://www.wikidata.org/entity/Q710460,Arthur Loveridge,Loveridge,A.,"Loveridge, A.",,7760208,0000 0000 8087 3573,,,,Q710460,,,1891.0,1980.0,,,http://www.wikidata.org/wiki/Q710460,,,,https://bloodhound-tracker.net/Q710460,,
5686,BESTS,Bester S.P.,Bester,S.P.,,"Bester, S.P.n.","Bester, S.P.n.","Bester, S.P.",0.874,1.0,http://www.wikidata.org/entity/Q33664160,Stoffel Petrus Bester,Bester,S.P.,"Bester, S.P.",,,,,20012459-1,Bester,,,,1969.0,,,,http://www.wikidata.org/wiki/Q33664160,,,https://www.ipni.org/a/20012459-1,,,
7464,PIGNM,Pignal M.,Pignal,M.,,"Pignal, M.n.","Pignal, M.n.","Pignal, M.C.",0.874,1.0,http://www.wikidata.org/entity/Q36633612,M.C. Pignal,Pignal,M.C.,"Pignal, M.C.",,,,81748,24860-1,Pignal,,,,,,,,http://www.wikidata.org/wiki/Q36633612,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=81748,https://www.ipni.org/a/24860-1,,,
7672,G021,Garcin R.,Garcin,R.,,"Garcin, R.n.","Garcin, R.n.","Garcin, R.",0.874,1.0,http://www.wikidata.org/entity/Q6109448,Robert Garcin,Garcin,R.,"Garcin, R.",,,,76628,19163-1,R.Garcin,,,,1940.0,,,,http://www.wikidata.org/wiki/Q6109448,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76628,https://www.ipni.org/a/19163-1,,,
8253,LEFEJ,Lefevre J.,Lefevre,J.,,"Lefevre, J.n.","Lefevre, J.n.","Lefevre, R.",0.874,1.0,http://www.wikidata.org/entity/Q47120985,Roger Lefevre,Lefevre,R.,"Lefevre, R.",,,,,33239-1,R.Lefevre,,,,,,,,http://www.wikidata.org/wiki/Q47120985,,,https://www.ipni.org/a/33239-1,,,
8421,SIEHW,Siehe Walter,Siehe,Walter,,"Siehe, W.n.","Siehe, W.n.","Siehe, W.",0.874,1.0,http://www.wikidata.org/entity/Q21339293,Walter Siehe,Siehe,W.,"Siehe, W.",,15551227,,19215.0,9623-1,Siehe,,,,1859.0,1928.0,,,http://www.wikidata.org/wiki/Q21339293,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=19215,https://www.ipni.org/a/9623-1,,,
8571,KEMPE,Kemp E.,Kemp,Ellen,,"Kemp, E.n.","Kemp, E.n.","Kemp, E.",0.874,1.0,http://www.wikidata.org/entity/Q5343909,Edward Kemp,Kemp,E.,"Kemp, E.",,22101914,0000 0000 6426 5746,,,,,,,1817.0,1891.0,,,http://www.wikidata.org/wiki/Q5343909,,,,,,
9094,ENRSH,Ursch E.,Ursch,Eugène,,"Ursch, E.n.","Ursch, E.n.","Ursch, E.",0.874,1.0,http://www.wikidata.org/entity/Q5850660,Eugène Ursch,Ursch,E.,"Ursch, E.",,,,79208,10999-1,Ursch,,,,1882.0,1962.0,,,http://www.wikidata.org/wiki/Q5850660,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=79208,https://www.ipni.org/a/10999-1,,,
9309,R206,Rayss T.,Rayss,Tscharna,,"Rayss, T.n.","Rayss, T.n.","Rayss, T.",0.874,1.0,http://www.wikidata.org/entity/Q18224792,Tscharna Rayss,Rayss,T.,"Rayss, T.",,17621098,0000 0003 9740 6711,44332.0,8197-1,Rayss,,,,1890.0,1965.0,,,http://www.wikidata.org/wiki/Q18224792,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=44332,https://www.ipni.org/a/8197-1,,,
9590,H074,Hennen J.,Hennen,Joseph,,"Hennen, J.n.","Hennen, J.n.","Hennen, J.",0.874,1.0,http://www.wikidata.org/entity/Q21515707,Joseph Hennen,Hennen,J.,"Hennen, J.",,,,42715,20185-1,Hennen,,,,1852.0,1927.0,,,http://www.wikidata.org/wiki/Q21515707,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=42715,https://www.ipni.org/a/20185-1,,,
9600,DREH,Drehwald U.,Drehwald,U.,,"Drehwald, U.n.","Drehwald, U.n.","Drehwald, U.",0.874,1.0,http://www.wikidata.org/entity/Q15926466,Uwe Drehwald,Drehwald,U.,"Drehwald, U.",,,,,20017475-2,Drehwald,,,,1957.0,,,,http://www.wikidata.org/wiki/Q15926466,,,https://www.ipni.org/a/20017475-2,,,
10181,T060,Toldt C.,Toldt,C.,,"Toldt, C.n.","Toldt, C.n.","Toldt, C.",0.874,1.0,http://www.wikidata.org/entity/Q85213,Carl Toldt,Toldt,C.,"Toldt, C.",,22918119,0000 0001 0855 919X,,,,,,,1840.0,1920.0,,,http://www.wikidata.org/wiki/Q85213,,,,,,
10877,SHMBH,Shimek B.,Shimek,Bohumil,,"Shimek, B.n.","Shimek, B.n.","Shimek, B.",0.874,1.0,http://www.wikidata.org/entity/Q4938244,Bohumil Shimek,Shimek,B.,"Shimek, B.",,83920663,0000 0000 5674 0033,4767.0,9576-1,Shimek,,,,1861.0,1937.0,,,http://www.wikidata.org/wiki/Q4938244,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=4767,https://www.ipni.org/a/9576-1,,,
10878,BRACF,Brachet Flavien,Brachet,Flavien,,"Brachet, F.n.","Brachet, F.n.","Brachet, F.",0.874,1.0,http://www.wikidata.org/entity/Q21506403,Flavien Brachet,Brachet,F.,"Brachet, F.",,15144928027754341033,,,20000062-2,F.Brachet,,,,,1910.0,,,http://www.wikidata.org/wiki/Q21506403,,,https://www.ipni.org/a/20000062-2,,,
11260,M103,Martens M.,Martens,Martin,,"Martens, M.n.","Martens, M.n.","Martens, M.",0.874,1.0,http://www.wikidata.org/entity/Q2292953,Martin Martens,Martens,M.,"Martens, M.",,81911462,0000 0000 7360 6688,527.0,6150-1,M.Martens,,,,1797.0,1863.0,,,http://www.wikidata.org/wiki/Q2292953,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=527,https://www.ipni.org/a/6150-1,,,
591,S231,Schmid Ed.,Schmid,Eduard,,"Schmid, E.n.","Schmid, E.n.","Schmid, E.",0.874,2.0,http://www.wikidata.org/entity/Q1336815,Emil Schmid,Schmid,E.,"Schmid, E.",,160009054,0000 0001 0807 6542,32571.0,9142-1,Em.Schmid,,,,1891.0,1982.0,,,http://www.wikidata.org/wiki/Q1336815,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32571,https://www.ipni.org/a/9142-1,,,
592,S231,Schmid Ed.,Schmid,Eduard,,"Schmid, E.n.","Schmid, E.n.","Schmid, E.",0.874,2.0,http://www.wikidata.org/entity/Q47125742,Eduard Schmid,Schmid,E.,"Schmid, E.",,,,,9141-1,Ed.Schmid,,,,1906.0,,,,http://www.wikidata.org/wiki/Q47125742,,,https://www.ipni.org/a/9141-1,,,
593,S231,Schmid Ed.,Schmid,Eduard,,"Schmid, E.n.","Schmid, E.n.","Schmid, E.",0.874,2.0,http://www.wikidata.org/entity/Q1336815,Emil Schmid,Schmid,E.,"Schmid, E.",,160009054,0000 0001 0807 6542,32571.0,9142-1,Em.Schmid,,,,1891.0,1982.0,,,http://www.wikidata.org/wiki/Q1336815,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32571,https://www.ipni.org/a/9142-1,,,
594,S231,Schmid Ed.,Schmid,Eduard,,"Schmid, E.n.","Schmid, E.n.","Schmid, E.",0.874,2.0,http://www.wikidata.org/entity/Q47125742,Eduard Schmid,Schmid,E.,"Schmid, E.",,,,,9141-1,Ed.Schmid,,,,1906.0,,,,http://www.wikidata.org/wiki/Q47125742,,,https://www.ipni.org/a/9141-1,,,
635,NIELP,Nielsen P.,Nielsen,Peter,,"Nielsen, P.n.","Nielsen, P.n.","Nielsen, P.",0.874,2.0,http://www.wikidata.org/entity/Q28924356,Peder Nielsen,Nielsen,P.,"Nielsen, P.",,4306150749008216420005,,,,,,,,1893.0,1975.0,,,http://www.wikidata.org/wiki/Q28924356,,,,,,
636,NIELP,Nielsen P.,Nielsen,Peter,,"Nielsen, P.n.","Nielsen, P.n.","Nielsen, P.",0.874,2.0,http://www.wikidata.org/entity/Q4993222,Peter Nielsen,Nielsen,P.,"Nielsen, P.",,,,2316.0,12233-1,Nielsen,,,,1829.0,1897.0,,,http://www.wikidata.org/wiki/Q4993222,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2316,https://www.ipni.org/a/12233-1,,,
792,NELSA,Nelson Aven,Nelson,Aven,,"Nelson, A.n.","Nelson, A.n.","Nelson, A.",0.874,2.0,http://www.wikidata.org/entity/Q4316797,Aven Nelson,Nelson,A.,"Nelson, A.",,67568613,0000 0000 2752 6636,,12706-1,A.Nelson,,,,1859.0,1952.0,,,http://www.wikidata.org/wiki/Q4316797,,,https://www.ipni.org/a/12706-1,,,
793,NELSA,Nelson Aven,Nelson,Aven,,"Nelson, A.n.","Nelson, A.n.","Nelson, A.",0.874,2.0,http://www.wikidata.org/entity/Q56631682,Andrea Nelson,Nelson,A.,"Nelson, A.",,,,,,,,,,,,,,http://www.wikidata.org/wiki/Q56631682,,,,,,
990,SMITF,Smith F.G.,Smith,F.G.,,"Smith, F.G.n.","Smith, F.G.n.","Smith, F.G.",0.874,2.0,http://www.wikidata.org/entity/Q52154858,Francis Gurney Smith,Smith,F.G.,"Smith, F.G.",,50753927,0000 0000 8230 4884,,,,,,,1818.0,1878.0,,,http://www.wikidata.org/wiki/Q52154858,,,,,,
991,SMITF,Smith F.G.,Smith,F.G.,,"Smith, F.G.n.","Smith, F.G.n.","Smith, F.G.",0.874,2.0,http://www.wikidata.org/entity/Q21537652,Francis Grey Smith,Smith,F.G.,"Smith, F.G.",,49074073,,,,,,,smith-francis-grey-4602,1827.0,1900.0,,,http://www.wikidata.org/wiki/Q21537652,,,,,,http://adb.anu.edu.au/biography/smith-francis-grey-4602
3235,SCHME,Schmid Em.,Schmid,Emil,,"Schmid, E.n.","Schmid, E.n.","Schmid, E.",0.874,2.0,http://www.wikidata.org/entity/Q1336815,Emil Schmid,Schmid,E.,"Schmid, E.",,160009054,0000 0001 0807 6542,32571.0,9142-1,Em.Schmid,,,,1891.0,1982.0,,,http://www.wikidata.org/wiki/Q1336815,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32571,https://www.ipni.org/a/9142-1,,,
3236,SCHME,Schmid Em.,Schmid,Emil,,"Schmid, E.n.","Schmid, E.n.","Schmid, E.",0.874,2.0,http://www.wikidata.org/entity/Q47125742,Eduard Schmid,Schmid,E.,"Schmid, E.",,,,,9141-1,Ed.Schmid,,,,1906.0,,,,http://www.wikidata.org/wiki/Q47125742,,,https://www.ipni.org/a/9141-1,,,
3237,SCHME,Schmid Em.,Schmid,Emil,,"Schmid, E.n.","Schmid, E.n.","Schmid, E.",0.874,2.0,http://www.wikidata.org/entity/Q1336815,Emil Schmid,Schmid,E.,"Schmid, E.",,160009054,0000 0001 0807 6542,32571.0,9142-1,Em.Schmid,,,,1891.0,1982.0,,,http://www.wikidata.org/wiki/Q1336815,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32571,https://www.ipni.org/a/9142-1,,,
3238,SCHME,Schmid Em.,Schmid,Emil,,"Schmid, E.n.","Schmid, E.n.","Schmid, E.",0.874,2.0,http://www.wikidata.org/entity/Q47125742,Eduard Schmid,Schmid,E.,"Schmid, E.",,,,,9141-1,Ed.Schmid,,,,1906.0,,,,http://www.wikidata.org/wiki/Q47125742,,,https://www.ipni.org/a/9141-1,,,
3338,SPENW,Spence Willard,Spence,Willard,,"Spence, W.n.","Spence, W.n.","Spence, W.",0.874,2.0,http://www.wikidata.org/entity/Q1216029,William Spence,Spence,W.,"Spence, W.",,71461319,0000 0001 1069 9335,,,,,,,1783.0,1860.0,,,http://www.wikidata.org/wiki/Q1216029,,,,,,
3339,SPENW,Spence Willard,Spence,Willard,,"Spence, W.n.","Spence, W.n.","Spence, W.",0.874,2.0,http://www.wikidata.org/entity/Q8018641,William Spence,Spence,W.,"Spence, W.",,91835112,,,,,,,spence-william-guthrie-4628,1846.0,1926.0,,,http://www.wikidata.org/wiki/Q8018641,,,,,,http://adb.anu.edu.au/biography/spence-william-guthrie-4628
6407,CARTJ,Carter J.L.,Carter,Jack,L.,"Carter, J.L.","Carter, J.L.","Carter, J.",0.874,2.0,http://www.wikidata.org/entity/Q47115114,James Carter,Carter,J.,"Carter, J.",,,,,20019475-1,J.Carter,,,,,,,,http://www.wikidata.org/wiki/Q47115114,,,https://www.ipni.org/a/20019475-1,,,
6408,CARTJ,Carter J.L.,Carter,Jack,L.,"Carter, J.L.","Carter, J.L.","Carter, J.",0.874,2.0,http://www.wikidata.org/entity/Q88829829,Jon Carter,Carter,J.,"Carter, J.",,,,,20038270-1,Jon Carter,,,,,,,,http://www.wikidata.org/wiki/Q88829829,,,https://www.ipni.org/a/20038270-1,,,
4714,BURKJ,Burke J.,Burke,Joseph,,"Burke, J.n.","Burke, J.n.","Burke, J.",0.874,3.0,http://www.wikidata.org/entity/Q13519090,Joseph Burke,Burke,J.,"Burke, J.",,,,43824.0,,,,,,1812.0,1873.0,,,http://www.wikidata.org/wiki/Q13519090,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=43824,,,,
