,label,count,start_date,end_date,activity_span,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
516,"Jarman, S.J.",1910,1970.0,2015.0,45.0,"Jarman, S.J.","Jarman, S.J.",1.0,1.0,http://www.wikidata.org/entity/Q26713197,S.Jean Jarman,Jarman,S.J.,"Jarman, S.J.",,,,69524,4432-1,Jarman,,,,,,,http://www.wikidata.org/wiki/Q26713197,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=69524,https://www.ipni.org/a/4432-1,,,
521,"Dietrich, A.",1885,1836.0,1965.0,129.0,"Dietrich, A.","Dietrich, A.",1.0,1.0,http://www.wikidata.org/entity/Q76851,Amalie Dietrich,Dietrich,A.,"Dietrich, A.",,77113813,0000 0000 3219 7769,8587.0,,,Q76851,P000366b,1821.0,1891.0,,,http://www.wikidata.org/wiki/Q76851,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=8587,,https://bloodhound-tracker.net/Q76851,http://www.eoas.info/biogs/P000366b,http://adb.anu.edu.au/biography/dietrich-amalie-3412
530,"Mathieson, M.T.",1847,1999.0,2018.0,19.0,"Mathieson, M.T.","Mathieson, M.T.",1.0,1.0,http://www.wikidata.org/entity/Q26714608,M.T. Mathieson,Mathieson,M.T.,"Mathieson, M.T.",,,,,20017180-1,M.T.Mathieson,,,,,,,http://www.wikidata.org/wiki/Q26714608,,,https://www.ipni.org/a/20017180-1,,,
538,"Boland, D.J.",1813,1969.0,1997.0,28.0,"Boland, D.J.","Boland, D.J.",1.0,1.0,http://www.wikidata.org/entity/Q21339944,Douglas John Boland,Boland,D.J.,"Boland, D.J.",,277927007,0000 0003 8469 2886,,12098-1,Boland,,P005308b,1947.0,2001.0,,,http://www.wikidata.org/wiki/Q21339944,,,https://www.ipni.org/a/12098-1,,http://www.eoas.info/biogs/P005308b,
543,"Carr, D.J.",1807,1954.0,1996.0,42.0,"Carr, D.J.","Carr, D.J.",1.0,1.0,http://www.wikidata.org/entity/Q5086693,Dennis John Carr,Carr,D.J.,"Carr, D.J.",,70063576,0000 0001 1666 9903,,16920-1,D.J.Carr,,P001501b,1915.0,2008.0,,,http://www.wikidata.org/wiki/Q5086693,,,https://www.ipni.org/a/16920-1,,http://www.eoas.info/biogs/P001501b,
544,"Orme, A.E.",1806,1983.0,2019.0,36.0,"Orme, A.E.","Orme, A.E.",1.0,1.0,http://www.wikidata.org/entity/Q59604801,Andrew E. Orme,Orme,A.E.,"Orme, A.E.",,,,,20032849-1,Orme,,,,,,,http://www.wikidata.org/wiki/Q59604801,,,https://www.ipni.org/a/20032849-1,,,
548,"Crichton, G.A.",1793,1945.0,1997.0,52.0,"Crichton, G.A.","Crichton, G.A.",1.0,1.0,http://www.wikidata.org/entity/Q47115863,George A. Crichton,Crichton,G.A.,"Crichton, G.A.",,,,,17519-1,Crichton,,,,1989.0,,,http://www.wikidata.org/wiki/Q47115863,,,https://www.ipni.org/a/17519-1,,,
549,"Craig, G.F.",1787,1984.0,2019.0,35.0,"Craig, G.F.","Craig, G.F.",1.0,1.0,http://www.wikidata.org/entity/Q26713798,Gillian F. Craig,Craig,G.F.,"Craig, G.F.",,,,,20013181-1,G.F.Craig,,,,,,,http://www.wikidata.org/wiki/Q26713798,,,https://www.ipni.org/a/20013181-1,,,
551,"Eichler, H.",1778,1956.0,2000.0,44.0,"Eichler, H.","Eichler, H.",1.0,1.0,http://www.wikidata.org/entity/Q4530123,Hansjörg Eichler,Eichler,H.,"Eichler, H.",,32459507,0000 0000 6318 0476,111.0,2489-1,H.Eichler,Q4530123,P002340b,1916.0,1992.0,,,http://www.wikidata.org/wiki/Q4530123,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=111,https://www.ipni.org/a/2489-1,https://bloodhound-tracker.net/Q4530123,http://www.eoas.info/biogs/P002340b,
558,"Barrett, R.L.",1726,1991.0,2017.0,26.0,"Barrett, R.L.","Barrett, R.L.",1.0,1.0,http://www.wikidata.org/entity/Q18982878,Russell Lindsay Barrett,Barrett,R.L.,"Barrett, R.L.",0000-0003-0360-8321,,,,38718-1,R.L.Barrett,,,1977.0,,,,http://www.wikidata.org/wiki/Q18982878,https://orcid.org/0000-0003-0360-8321,,https://www.ipni.org/a/38718-1,,,
562,"Cargill, D.C.",1682,1980.0,2019.0,39.0,"Cargill, D.C.","Cargill, D.C.",1.0,1.0,http://www.wikidata.org/entity/Q19799697,Dale Christine Cargill,Cargill,D.C.,"Cargill, D.C.",,,,31,39269-1,Cargill,,,1957.0,,,,http://www.wikidata.org/wiki/Q19799697,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=31,https://www.ipni.org/a/39269-1,,,
568,"Evans, O.D.",1672,1911.0,1981.0,70.0,"Evans, O.D.","Evans, O.D.",1.0,1.0,http://www.wikidata.org/entity/Q6047911,Obed David Evans,Evans,O.D.,"Evans, O.D.",,,,39222,2594-1,O.D.Evans,,,1889.0,1975.0,,,http://www.wikidata.org/wiki/Q6047911,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39222,https://www.ipni.org/a/2594-1,,,
575,"Cunningham, A.",1663,1791.0,1928.0,137.0,"Cunningham, A.","Cunningham, A.",1.0,1.0,http://www.wikidata.org/entity/Q545888,Allan Cunningham,Cunningham,A.,"Cunningham, A.",,15528184,0000 0000 6317 2409,46902.0,1916-1,A.Cunn.,,P000337b,1791.0,1839.0,,,http://www.wikidata.org/wiki/Q545888,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=46902,https://www.ipni.org/a/1916-1,,http://www.eoas.info/biogs/P000337b,http://adb.anu.edu.au/biography/cunningham-allan-1941
577,"Fletcher, J.J.",1662,1880.0,1992.0,112.0,"Fletcher, J.J.","Fletcher, J.J.",1.0,1.0,http://www.wikidata.org/entity/Q6284326,Joseph James Fletcher,Fletcher,J.J.,"Fletcher, J.J.",,92021133,0000 0000 6543 4353,,,,,P001057b,1850.0,1926.0,,,http://www.wikidata.org/wiki/Q6284326,,,,,http://www.eoas.info/biogs/P001057b,http://adb.anu.edu.au/biography/fletcher-joseph-james-6194
584,"Kodela, P.G.",1626,1984.0,2017.0,33.0,"Kodela, P.G.","Kodela, P.G.",1.0,1.0,http://www.wikidata.org/entity/Q18986279,Phillip Gerhard Kodela,Kodela,P.G.,"Kodela, P.G.",,,,,35961-1,Kodela,,,1962.0,1989.0,,,http://www.wikidata.org/wiki/Q18986279,,,https://www.ipni.org/a/35961-1,,,
585,"Baker, R.T.",1617,1856.0,2009.0,153.0,"Baker, R.T.","Baker, R.T.",1.0,1.0,http://www.wikidata.org/entity/Q7329451,Richard Thomas Baker,Baker,R.T.,"Baker, R.T.",,56100555,0000 0000 6402 8265,25437.0,409-1,R.T.Baker,,P000980b,1854.0,1941.0,,,http://www.wikidata.org/wiki/Q7329451,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25437,https://www.ipni.org/a/409-1,,http://www.eoas.info/biogs/P000980b,http://adb.anu.edu.au/biography/baker-richard-thomas-5108
586,"Munir, A.A.",1603,1937.0,1988.0,51.0,"Munir, A.A.","Munir, A.A.",1.0,1.0,http://www.wikidata.org/entity/Q21521892,Ahmad Abid Munir,Munir,A.A.,"Munir, A.A.",,,,,6780-1,Munir,,,1936.0,,,,http://www.wikidata.org/wiki/Q21521892,,,https://www.ipni.org/a/6780-1,,,
589,"Wilson, F.R.M.",1600,1827.0,1997.0,170.0,"Wilson, F.R.M.","Wilson, F.R.M.",1.0,1.0,http://www.wikidata.org/entity/Q5482813,Francis Robert Muter Wilson,Wilson,F.R.M.,"Wilson, F.R.M.",,279155284798087060699,,62394.0,11733-1,F.Wilson,,P005525b,1832.0,1903.0,,,http://www.wikidata.org/wiki/Q5482813,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=62394,https://www.ipni.org/a/11733-1,,http://www.eoas.info/biogs/P005525b,
590,"McDonald, K.",1596,1886.0,2018.0,132.0,"McDonald, K.","McDonald, K.",1.0,1.0,http://www.wikidata.org/entity/Q22110845,Keith McDonald,McDonald,K.,"McDonald, K.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22110845,,,,,,
591,"Puttock, C.F.",1595,1953.0,1997.0,44.0,"Puttock, C.F.","Puttock, C.F.",1.0,1.0,http://www.wikidata.org/entity/Q19953641,Christopher Francis Puttock,Puttock,C.F.,"Puttock, C.F.",,,,73915,33941-1,Puttock,,,1954.0,,,,http://www.wikidata.org/wiki/Q19953641,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=73915,https://www.ipni.org/a/33941-1,,,
593,"Hnatiuk, R.",1576,1928.0,2007.0,79.0,"Hnatiuk, R.","Hnatiuk, R.",1.0,1.0,http://www.wikidata.org/entity/Q7358344,Roger Hnatiuk,Hnatiuk,R.,"Hnatiuk, R.",,93297463,0000 0000 6738 744X,60509,31944-1,Hnatiuk,,,1946.0,,,,http://www.wikidata.org/wiki/Q7358344,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=60509,https://www.ipni.org/a/31944-1,,,
596,"Hemsley, J.H.",1550,1923.0,1993.0,70.0,"Hemsley, J.H.","Hemsley, J.H.",1.0,1.0,http://www.wikidata.org/entity/Q5643449,James Hatton Hemsley,Hemsley,J.H.,"Hemsley, J.H.",,,,,3824-1,J.H.Hemsl.,,,1923.0,,,,http://www.wikidata.org/wiki/Q5643449,,,https://www.ipni.org/a/3824-1,,,
597,"Jackson, W.D.",1550,1943.0,1998.0,55.0,"Jackson, W.D.","Jackson, W.D.",1.0,1.0,http://www.wikidata.org/entity/Q6167597,William Dalziel Jackson,Jackson,W.D.,"Jackson, W.D.",,,,68667,4368-1,W.D.Jacks.,,,1921.0,2002.0,,,http://www.wikidata.org/wiki/Q6167597,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=68667,https://www.ipni.org/a/4368-1,,,
600,"Hodgon, J.",1541,1994.0,2005.0,11.0,"Hodgon, J.","Hodgon, J.",1.0,1.0,http://www.wikidata.org/entity/Q26713110,J. Hodgon,Hodgon,J.,"Hodgon, J.",,,,,20016085-1,Hodgon,,,,,,,http://www.wikidata.org/wiki/Q26713110,,,https://www.ipni.org/a/20016085-1,,,
611,"Leiper, G.",1526,1983.0,2018.0,35.0,"Leiper, G.","Leiper, G.",1.0,1.0,http://www.wikidata.org/entity/Q33680824,Glenn Leiper,Leiper,G.,"Leiper, G.",,,,,20024706-1,Leiper,,,,,,,http://www.wikidata.org/wiki/Q33680824,,,https://www.ipni.org/a/20024706-1,,,
612,"Stevens, G.N.",1525,1974.0,1999.0,25.0,"Stevens, G.N.","Stevens, G.N.",1.0,1.0,http://www.wikidata.org/entity/Q21339584,Gweneth Nell Stevens,Stevens,G.N.,"Stevens, G.N.",,,,,27209-1,G.N.Stevens,,,,,,,http://www.wikidata.org/wiki/Q21339584,,,https://www.ipni.org/a/27209-1,,,
613,"Duncan, F.",1521,1944.0,2007.0,63.0,"Duncan, F.","Duncan, F.",1.0,1.0,http://www.wikidata.org/entity/Q33670266,Fred Duncan,Duncan,F.,"Duncan, F.",,,,,20001579-1,F.Duncan,,,,,,,http://www.wikidata.org/wiki/Q33670266,,,https://www.ipni.org/a/20001579-1,,,
617,"Cosh, J.",1509,1970.0,2000.0,30.0,"Cosh, J.","Cosh, J.",1.0,1.0,http://www.wikidata.org/entity/Q18619198,James Cosh,Cosh,J.,"Cosh, J.",,94112680,,,,,,,1838.0,1900.0,,,http://www.wikidata.org/wiki/Q18619198,,,,,,http://adb.anu.edu.au/biography/cosh-james-3266
618,"Thorne, R.F.",1501,1949.0,1981.0,32.0,"Thorne, R.F.","Thorne, R.F.",1.0,1.0,http://www.wikidata.org/entity/Q1375724,Robert Folger Thorne,Thorne,R.F.,"Thorne, R.F.",,51266685,0000 0000 4137 5424,4490.0,10630-1,Thorne,,,1920.0,2015.0,,,http://www.wikidata.org/wiki/Q1375724,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=4490,https://www.ipni.org/a/10630-1,,,
621,"Hill, G.F.",1490,1895.0,1951.0,56.0,"Hill, G.F.","Hill, G.F.",1.0,1.0,http://www.wikidata.org/entity/Q55047230,Gerald Freer Hill,Hill,G.F.,"Hill, G.F.",,65520721,0000 0000 6380 359X,,,,,P000496b,1880.0,1954.0,,,http://www.wikidata.org/wiki/Q55047230,,,,,http://www.eoas.info/biogs/P000496b,
624,"Parker, M.",1485,1900.0,1984.0,84.0,"Parker, M.","Parker, M.",1.0,1.0,http://www.wikidata.org/entity/Q6766318,Marjorie Parker,Parker,M.,"Parker, M.",,,,,,,,,1900.0,1991.0,,,http://www.wikidata.org/wiki/Q6766318,,,,,,http://adb.anu.edu.au/biography/parker-dame-marjorie-alice-margot-16314
625,"Alford, J.J.",1473,1980.0,2001.0,21.0,"Alford, J.J.","Alford, J.J.",1.0,1.0,http://www.wikidata.org/entity/Q14186206,Jenifer J. Alford,Alford,J.J.,"Alford, J.J.",,,,70404.0,37416-1,Alford,,,,,,,http://www.wikidata.org/wiki/Q14186206,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=70404,https://www.ipni.org/a/37416-1,,,
632,"Barker, R.M.",1446,1855.0,2016.0,161.0,"Barker, R.M.","Barker, R.M.",1.0,1.0,http://www.wikidata.org/entity/Q21505668,Robyn Mary Barker,Barker,R.M.,"Barker, R.M.",,,,,31325-1,R.M.Barker,,,1948.0,,,,http://www.wikidata.org/wiki/Q21505668,,,https://www.ipni.org/a/31325-1,,,
633,"O'Shanesy, P.A.",1442,1863.0,1887.0,24.0,"O'Shanesy, P.A.","O'Shanesy, P.A.",1.0,1.0,http://www.wikidata.org/entity/Q21522303,Patrick Adams O'Shanesy,O'Shanesy,P.A.,"O'Shanesy, P.A.",,,,,20000187-1,O'Shanesy,,,1837.0,1884.0,,,http://www.wikidata.org/wiki/Q21522303,,,https://www.ipni.org/a/20000187-1,,,
642,"Harada, K.",1427,1909.0,1999.0,90.0,"Harada, K.","Harada, K.",1.0,1.0,http://www.wikidata.org/entity/Q36604699,Kenichi Harada,Harada,K.,"Harada, K.",,,,,29457-1,K.Harada,,,,,,,http://www.wikidata.org/wiki/Q36604699,,,https://www.ipni.org/a/29457-1,,,
645,"Chandler, G.T.",1410,1993.0,2015.0,22.0,"Chandler, G.T.","Chandler, G.T.",1.0,1.0,http://www.wikidata.org/entity/Q21340217,Gregory T. Chandler,Chandler,G.T.,"Chandler, G.T.",,,,,37601-1,G.Chandler,,,1972.0,,,,http://www.wikidata.org/wiki/Q21340217,,,https://www.ipni.org/a/37601-1,,,
669,"Boyland, D.E.",1392,1957.0,1979.0,22.0,"Boyland, D.E.","Boyland, D.E.",1.0,1.0,http://www.wikidata.org/entity/Q21506396,Desmond Ernest Boyland,Boyland,D.E.,"Boyland, D.E.",,,,,1051-1,Boyland,,,1941.0,,,,http://www.wikidata.org/wiki/Q21506396,,,https://www.ipni.org/a/1051-1,,,
680,"James, T.A.",1367,1961.0,2013.0,52.0,"James, T.A.","James, T.A.",1.0,1.0,http://www.wikidata.org/entity/Q33677480,T.A. James,James,T.A.,"James, T.A.",,,,,14749-1,T.A.James,,,,,,,http://www.wikidata.org/wiki/Q33677480,,,https://www.ipni.org/a/14749-1,,,
682,"Lebel, T.",1364,1986.0,2017.0,31.0,"Lebel, T.","Lebel, T.",1.0,1.0,http://www.wikidata.org/entity/Q6142582,Teresa Lebel,Lebel,T.,"Lebel, T.",0000-0002-8592-1102,,,,20002421-1,T.Lebel,,,1974.0,,,,http://www.wikidata.org/wiki/Q6142582,https://orcid.org/0000-0002-8592-1102,,https://www.ipni.org/a/20002421-1,,,
689,"Eardley, C.M.",1354,1844.0,1987.0,143.0,"Eardley, C.M.","Eardley, C.M.",1.0,1.0,http://www.wikidata.org/entity/Q21393679,Constance Margaret Eardley,Eardley,C.M.,"Eardley, C.M.",,,,63044,2440-1,Eardley,,P002179b,1910.0,1978.0,,,http://www.wikidata.org/wiki/Q21393679,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=63044,https://www.ipni.org/a/2440-1,,http://www.eoas.info/biogs/P002179b,
690,"Kanis, A.",1351,1873.0,1987.0,114.0,"Kanis, A.","Kanis, A.",1.0,1.0,http://www.wikidata.org/entity/Q21387548,Andries Kanis,Kanis,A.,"Kanis, A.",,211656831,,66464,4635-1,Kanis,,,1934.0,1986.0,,,http://www.wikidata.org/wiki/Q21387548,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66464,https://www.ipni.org/a/4635-1,,,
692,"Gates, G.M.",1343,1997.0,2019.0,22.0,"Gates, G.M.","Gates, G.M.",1.0,1.0,http://www.wikidata.org/entity/Q36562288,Genevieve M. Gates,Gates,G.M.,"Gates, G.M.",,,,,20019488-1,G.M.Gates,,,,,,,http://www.wikidata.org/wiki/Q36562288,,,https://www.ipni.org/a/20019488-1,,,
697,"Lumbsch, H.T.",1322,1987.0,1996.0,9.0,"Lumbsch, H.T.","Lumbsch, H.T.",1.0,1.0,http://www.wikidata.org/entity/Q21339029,Helge Thorsten Lumbsch,Lumbsch,H.T.,"Lumbsch, H.T.",0000-0003-1512-835X,,,94839,22609-1,Lumbsch,,,1964.0,,,,http://www.wikidata.org/wiki/Q21339029,https://orcid.org/0000-0003-1512-835X,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=94839,https://www.ipni.org/a/22609-1,,,
702,"Francis, W.D.",1312,1910.0,1966.0,56.0,"Francis, W.D.","Francis, W.D.",1.0,1.0,http://www.wikidata.org/entity/Q3568565,William D. Francis,Francis,W.D.,"Francis, W.D.",,6507985,0000 0000 8422 2575,20689.0,2871-1,W.D.Francis,,P000421b,1889.0,1959.0,,,http://www.wikidata.org/wiki/Q3568565,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=20689,https://www.ipni.org/a/2871-1,,http://www.eoas.info/biogs/P000421b,
704,"Michael, P.W.",1302,1946.0,2019.0,73.0,"Michael, P.W.","Michael, P.W.",1.0,1.0,http://www.wikidata.org/entity/Q21513415,Peter William Michael,Michael,P.W.,"Michael, P.W.",,,,,23342-1,P.W.Michael,,,,,,,http://www.wikidata.org/wiki/Q21513415,,,https://www.ipni.org/a/23342-1,,,
722,"May, V.",1267,1909.0,1994.0,85.0,"May, V.","May, V.",1.0,1.0,http://www.wikidata.org/entity/Q21520164,Valerie May,May,V.,"May, V.",,,,41759.0,33451-1,V.May,Q21520164,P004926b,1916.0,2007.0,,,http://www.wikidata.org/wiki/Q21520164,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=41759,https://www.ipni.org/a/33451-1,https://bloodhound-tracker.net/Q21520164,http://www.eoas.info/biogs/P004926b,
726,"Mills, A.K.",1263,1973.0,1999.0,26.0,"Mills, A.K.","Mills, A.K.",1.0,1.0,http://www.wikidata.org/entity/Q36506094,Alan K. Mills,Mills,A.K.,"Mills, A.K.",,,,,23411-1,A.K.Mills,,,,,,,http://www.wikidata.org/wiki/Q36506094,,,https://www.ipni.org/a/23411-1,,,
728,"Barrett, S.",1258,1983.0,2017.0,34.0,"Barrett, S.","Barrett, S.",1.0,1.0,http://www.wikidata.org/entity/Q7410876,Samuel Barrett,Barrett,S.,"Barrett, S.",,32201898,0000 0000 8369 6605,,,,,,1879.0,1965.0,,,http://www.wikidata.org/wiki/Q7410876,,,,,,
729,"Browne, J.H.",1258,1874.0,2017.0,143.0,"Browne, J.H.","Browne, J.H.",1.0,1.0,http://www.wikidata.org/entity/Q6136300,James Howard Browne,Browne,J.H.,"Browne, J.H.",,,,,,,,P004484b,1919.0,2004.0,,,http://www.wikidata.org/wiki/Q6136300,,,,,http://www.eoas.info/biogs/P004484b,
740,"Nelson, E.C.",1250,1905.0,1988.0,83.0,"Nelson, E.C.","Nelson, E.C.",1.0,1.0,http://www.wikidata.org/entity/Q2912516,Ernest Charles Nelson,Nelson,E.C.,"Nelson, E.C.",0000-0002-3909-4388,233162326,0000 0001 1701 5215,,13315-1,E.C.Nelson,,,1951.0,,,,http://www.wikidata.org/wiki/Q2912516,https://orcid.org/0000-0002-3909-4388,,https://www.ipni.org/a/13315-1,,,
741,"Short, P.",1250,1930.0,2012.0,82.0,"Short, P.","Short, P.",1.0,1.0,http://www.wikidata.org/entity/Q5814766,Philip Short,Short,P.,"Short, P.",,,,,14568-1,P.S.Short,,,1955.0,,,,http://www.wikidata.org/wiki/Q5814766,,,https://www.ipni.org/a/14568-1,,,
747,"Scarlett, N.H.",1241,1944.0,2018.0,74.0,"Scarlett, N.H.","Scarlett, N.H.",1.0,1.0,http://www.wikidata.org/entity/Q19004122,N.H. Scarlett,Scarlett,N.H.,"Scarlett, N.H.",,,,,39747-1,Scarlett,,,,,,,http://www.wikidata.org/wiki/Q19004122,,,https://www.ipni.org/a/39747-1,,,
751,"Toelken, H.R.",1238,1979.0,1992.0,13.0,"Toelken, H.R.","Toelken, H.R.",1.0,1.0,http://www.wikidata.org/entity/Q5893922,Hellmut R. Toelken,Toelken,H.R.,"Toelken, H.R.",,94818584,0000 0000 6466 4827,65735,10709-1,Toelken,,,1939.0,,,,http://www.wikidata.org/wiki/Q5893922,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=65735,https://www.ipni.org/a/10709-1,,,
752,"Rogers, R.S.",1237,1862.0,2007.0,145.0,"Rogers, R.S.","Rogers, R.S.",1.0,1.0,http://www.wikidata.org/entity/Q3281627,Richard Sanders Rogers,Rogers,R.S.,"Rogers, R.S.",,16867036,0000 0000 6396 983X,34806.0,8527-1,R.S.Rogers,,P000757b,1861.0,1942.0,,,http://www.wikidata.org/wiki/Q3281627,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=34806,https://www.ipni.org/a/8527-1,,http://www.eoas.info/biogs/P000757b,http://adb.anu.edu.au/biography/rogers-richard-sanders-8259
753,"Archer, A.W.",1233,1966.0,2011.0,45.0,"Archer, A.W.","Archer, A.W.",1.0,1.0,http://www.wikidata.org/entity/Q21339469,Alan W. Archer,Archer,A.W.,"Archer, A.W.",,,,,30946-1,A.W.Archer,,,1930.0,,,,http://www.wikidata.org/wiki/Q21339469,,,https://www.ipni.org/a/30946-1,,,
754,"Cayzer, L.W.",1233,1994.0,2013.0,19.0,"Cayzer, L.W.","Cayzer, L.W.",1.0,1.0,http://www.wikidata.org/entity/Q5976709,Lindy W. Cayzer,Cayzer,L.W.,"Cayzer, L.W.",,,,,38636-1,L.W.Cayzer,,,1964.0,,,,http://www.wikidata.org/wiki/Q5976709,,,https://www.ipni.org/a/38636-1,,,
755,"Collins, T.",1228,2001.0,2018.0,17.0,"Collins, T.","Collins, T.",1.0,1.0,http://www.wikidata.org/entity/Q7788545,Thomas Collins,Collins,T.,"Collins, T.",,,,,,,,,1884.0,1945.0,,,http://www.wikidata.org/wiki/Q7788545,,,,,,http://adb.anu.edu.au/biography/collins-thomas-joseph-tom-9794
762,"Fairall, A.R.",1211,1957.0,1977.0,20.0,"Fairall, A.R.","Fairall, A.R.",1.0,1.0,http://www.wikidata.org/entity/Q36501418,A.R. Fairall,Fairall,A.R.,"Fairall, A.R.",,,,40247,35214-1,Fairall,,,,,,,http://www.wikidata.org/wiki/Q36501418,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=40247,https://www.ipni.org/a/35214-1,,,
774,"Lowrie, A.",1192,1983.0,2014.0,31.0,"Lowrie, A.","Lowrie, A.",1.0,1.0,http://www.wikidata.org/entity/Q705527,Allen Lowrie,Lowrie,A.,"Lowrie, A.",,13857397,0000 0000 6371 8758,40509.0,14800-1,Lowrie,,,1948.0,,,,http://www.wikidata.org/wiki/Q705527,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=40509,https://www.ipni.org/a/14800-1,,,
779,"Schmidt-Lebuhn, A.N.",1173,2010.0,2018.0,8.0,"Schmidt-Lebuhn, A.N.","Schmidt-Lebuhn, A.N.",1.0,1.0,http://www.wikidata.org/entity/Q2842863,Alexander Nikolai Schmidt-Lebuhn,Schmidt-Lebuhn,A.N.,"Schmidt-Lebuhn, A.N.",,,,12853.0,20000036-1,Schmidt-Leb.,,,1976.0,,,,http://www.wikidata.org/wiki/Q2842863,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12853,https://www.ipni.org/a/20000036-1,,,
789,"Smith, G.G.",1149,1934.0,1996.0,62.0,"Smith, G.G.","Smith, G.G.",1.0,1.0,http://www.wikidata.org/entity/Q5878143,Gerald Graham Smith,Smith,G.G.,"Smith, G.G.",,,,29988,9794-1,G.G.Sm.,,,1892.0,1976.0,,,http://www.wikidata.org/wiki/Q5878143,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=29988,https://www.ipni.org/a/9794-1,,,
798,"Butler, G.",1141,1971.0,1994.0,23.0,"Butler, G.","Butler, G.",1.0,1.0,http://www.wikidata.org/entity/Q21537970,Gamaliel Butler,Butler,G.,"Butler, G.",,,,,,,,,1783.0,1852.0,,,http://www.wikidata.org/wiki/Q21537970,,,,,,http://adb.anu.edu.au/biography/butler-gamaliel-1861
799,"Wace, N.M.",1136,1962.0,1986.0,24.0,"Wace, N.M.","Wace, N.M.",1.0,1.0,http://www.wikidata.org/entity/Q21611928,Nigel Morritt Wace,Wace,N.M.,"Wace, N.M.",,195428222,,,20018635-1,Wace,,,1929.0,2005.0,,,http://www.wikidata.org/wiki/Q21611928,,,https://www.ipni.org/a/20018635-1,,,
803,"Whalen, A.J.",1129,1993.0,2017.0,24.0,"Whalen, A.J.","Whalen, A.J.",1.0,1.0,http://www.wikidata.org/entity/Q21612556,Anthony J. Whalen,Whalen,A.J.,"Whalen, A.J.",,,,,20012101-1,A.J.Whalen,,,1968.0,,,,http://www.wikidata.org/wiki/Q21612556,,,https://www.ipni.org/a/20012101-1,,,
804,"Fox, I.",1128,1967.0,2015.0,48.0,"Fox, I.","Fox, I.",1.0,1.0,http://www.wikidata.org/entity/Q21339475,Irving Fox,Fox,I.,"Fox, I.",,285225752,,,,,,,1912.0,1992.0,,,http://www.wikidata.org/wiki/Q21339475,,,,,,
805,"Trappe, J.M.",1128,1975.0,2010.0,35.0,"Trappe, J.M.","Trappe, J.M.",1.0,1.0,http://www.wikidata.org/entity/Q21610934,James M. Trappe,Trappe,J.M.,"Trappe, J.M.",,,,,10791-1,Trappe,,,1931.0,,,,http://www.wikidata.org/wiki/Q21610934,,,https://www.ipni.org/a/10791-1,,,
806,"Davis, M.",1126,1925.0,2010.0,85.0,"Davis, M.","Davis, M.",1.0,1.0,http://www.wikidata.org/entity/Q55147355,Mildred Davis,Davis,M.,"Davis, M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q55147355,,,,,,
812,"Downing, A.J.",1117,1909.0,2015.0,106.0,"Downing, A.J.","Downing, A.J.",1.0,1.0,http://www.wikidata.org/entity/Q505402,Andrew Jackson Downing,Downing,A.J.,"Downing, A.J.",,76396653,0000 0000 8156 4414,63279.0,,,,,1815.0,1852.0,,,http://www.wikidata.org/wiki/Q505402,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=63279,,,,
