,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,full_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
820,3525,Chappill,J.A.,,127,1981.0,2000.0,"Chappill, J.A.","Chappill, J.A.","Chappill, J.A.",1.0,1.0,http://www.wikidata.org/entity/Q21508256,Jennifer Anne Chappill,Chappill,J.A.,"Chappill, J.A.",,92163012,,87279.0,20005438-1,Chappill,Q21508256,,1959.0,2006.0,,,http://www.wikidata.org/wiki/Q21508256,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=87279,https://www.ipni.org/a/20005438-1,https://bloodhound-tracker.net/Q21508256,,
835,13985,Molyneux,W.,Bill,125,1971.0,2013.0,"Molyneux, W.","Molyneux, W.","Molyneux, W.",1.0,1.0,http://www.wikidata.org/entity/Q2096504,William Molyneux,Molyneux,W.,"Molyneux, W.",,24698734,0000 0000 8103 4261,,,,,,1656.0,1698.0,,,http://www.wikidata.org/wiki/Q2096504,,,,,,
841,11605,Leach,G.,,125,1976.0,1995.0,"Leach, G.","Leach, G.","Leach, G.",1.0,1.0,http://www.wikidata.org/entity/Q5885625,Gregory Leach,Leach,G.,"Leach, G.",,93986303,0000 0000 8456 7573,,13146-1,G.J.Leach,,,1952.0,,,,http://www.wikidata.org/wiki/Q5885625,,,https://www.ipni.org/a/13146-1,,,
845,19417,Stuart,J.M.,John McDouall,124,1859.0,1863.0,"Stuart, J.M.","Stuart, J.M.","Stuart, J.M.",1.0,1.0,http://www.wikidata.org/entity/Q503832,John McDouall Stuart,Stuart,J.M.,"Stuart, J.M.",,5037849,0000 0000 8352 4520,12860.0,,,,P000161b,1815.0,1866.0,,,http://www.wikidata.org/wiki/Q503832,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12860,,,http://www.eoas.info/biogs/P000161b,http://adb.anu.edu.au/biography/stuart-john-mcdouall-4662
847,9645,Hostmann,F.W.R.,,124,1841.0,1846.0,"Hostmann, F.W.R.","Hostmann, F.W.R.","Hostmann, F.W.R.",1.0,1.0,http://www.wikidata.org/entity/Q21395412,Friedrich Wilhelm Rudolf Hostmann,Hostmann,F.W.R.,"Hostmann, F.W.R.",,292016030,,35116,,,,,1794.0,1864.0,,,http://www.wikidata.org/wiki/Q21395412,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35116,,,,
848,3696,Churchill,D.M.,,124,1970.0,1991.0,"Churchill, D.M.","Churchill, D.M.","Churchill, D.M.",1.0,1.0,http://www.wikidata.org/entity/Q21508610,David Maughan Churchill,Churchill,D.M.,"Churchill, D.M.",,,,,13262-1,Churchill,,P003107b,1933.0,,,,http://www.wikidata.org/wiki/Q21508610,,,https://www.ipni.org/a/13262-1,,http://www.eoas.info/biogs/P003107b,
855,15343,Panton,J.A.,,123,1882.0,1886.0,"Panton, J.A.","Panton, J.A.","Panton, J.A.",1.0,1.0,http://www.wikidata.org/entity/Q6281049,Joseph Anderson Panton,Panton,J.A.,"Panton, J.A.",,7554150749024116420001,,4272,,,,,1831.0,1913.0,,,http://www.wikidata.org/wiki/Q6281049,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=4272,,,,http://adb.anu.edu.au/biography/panton-joseph-anderson-4362
858,19610,Szovits,J.N.,,123,,,"Szovits, J.N.","Szovits, J.N.","Szovits, J.N.",1.0,1.0,http://www.wikidata.org/entity/Q5932976,Johann Nepomuk Szovits,Szovits,J.N.,"Szovits, J.N.",,,,67497,10374-1,Szov.,,,1782.0,1830.0,,,http://www.wikidata.org/wiki/Q5932976,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=67497,https://www.ipni.org/a/10374-1,,,
860,4047,Collier,P.A.,Phil,122,1984.0,2016.0,"Collier, P.A.","Collier, P.A.","Collier, P.A.",1.0,1.0,http://www.wikidata.org/entity/Q47115694,Philip A. Collier,Collier,P.A.,"Collier, P.A.",,,,,20032668-1,P.A.Collier,,,,,,,http://www.wikidata.org/wiki/Q47115694,,,https://www.ipni.org/a/20032668-1,,,
863,15856,Philippi,R.A.,,122,1854.0,1878.0,"Philippi, R.A.","Philippi, R.A.","Philippi, R.A.",1.0,1.0,http://www.wikidata.org/entity/Q214994,Rodolfo Amando Philippi,Philippi,R.A.,"Philippi, R.A.",,62293710,0000 0000 6678 0952,22368.0,12735-1,Phil.,Q214994,,1808.0,1904.0,,,http://www.wikidata.org/wiki/Q214994,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22368,https://www.ipni.org/a/12735-1,https://bloodhound-tracker.net/Q214994,,
864,8655,Harwood,R.K.,,122,1997.0,2005.0,"Harwood, R.K.","Harwood, R.K.","Harwood, R.K.",1.0,1.0,http://www.wikidata.org/entity/Q21388170,Robert Kevyn Harwood,Harwood,R.K.,"Harwood, R.K.",,,,109284,20005664-1,Harwood,,,1949.0,,,,http://www.wikidata.org/wiki/Q21388170,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=109284,https://www.ipni.org/a/20005664-1,,,
865,8192,Guymer,G.P.,Gordon,122,1975.0,2010.0,"Guymer, G.P.","Guymer, G.P.","Guymer, G.P.",1.0,1.0,http://www.wikidata.org/entity/Q5883585,Gordon P. Guymer,Guymer,G.P.,"Guymer, G.P.",,43992897,0000 0000 4383 4567,,12449-1,Guymer,,,1953.0,,,,http://www.wikidata.org/wiki/Q5883585,,,https://www.ipni.org/a/12449-1,,,
867,27533,Raimondo,F.M.,,122,1990.0,2014.0,"Raimondo, F.M.","Raimondo, F.M.","Raimondo, F.M.",1.0,1.0,http://www.wikidata.org/entity/Q3750237,Francesco Maria Raimondo,Raimondo,F.M.,"Raimondo, F.M.",,39295143,0000 0000 5307 0716,,14493-1,Raimondo,,,1944.0,,,,http://www.wikidata.org/wiki/Q3750237,,,https://www.ipni.org/a/14493-1,,,
872,1869,Blaxell,D.F.,,121,1955.0,1990.0,"Blaxell, D.F.","Blaxell, D.F.","Blaxell, D.F.",1.0,1.0,http://www.wikidata.org/entity/Q4088436,Donald Frederick Blaxell,Blaxell,D.F.,"Blaxell, D.F.",,311322491,,38070.0,853-1,Blaxell,,P005126b,1934.0,,,,http://www.wikidata.org/wiki/Q4088436,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=38070,https://www.ipni.org/a/853-1,,http://www.eoas.info/biogs/P005126b,
874,15356,Pappe,K.W.L.,Karl,121,1824.0,1843.0,"Pappe, K.W.L.","Pappe, K.W.L.","Pappe, K.W.L.",1.0,1.0,http://www.wikidata.org/entity/Q2339471,Karl Wilhelm Ludwig Pappe,Pappe,K.W.L.,"Pappe, K.W.L.",,17952238,0000 0000 4566 0521,2012.0,7326-1,Pappe,,,1803.0,1862.0,,,http://www.wikidata.org/wiki/Q2339471,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2012,https://www.ipni.org/a/7326-1,,,
877,14857,Nolte,E.F.,,120,1818.0,1846.0,"Nolte, E.F.","Nolte, E.F.","Nolte, E.F.",1.0,1.0,http://www.wikidata.org/entity/Q110859,Ernst Ferdinand Nolte,Nolte,E.F.,"Nolte, E.F.",,49992839,0000 0000 1017 9543,26806.0,24136-1,Nolte,,,1791.0,1875.0,,,http://www.wikidata.org/wiki/Q110859,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=26806,https://www.ipni.org/a/24136-1,,,
878,22115,Womersley,J.S.,John Spencer,120,1950.0,1979.0,"Womersley, J.S.","Womersley, J.S.","Womersley, J.S.",1.0,1.0,http://www.wikidata.org/entity/Q21394699,John Spencer Womersley,Womersley,J.S.,"Womersley, J.S.",,309653054,,5979,13339-1,J.S.Womersley,,,1920.0,1985.0,,,http://www.wikidata.org/wiki/Q21394699,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=5979,https://www.ipni.org/a/13339-1,,,
893,3292,Carron,W.,William,119,1865.0,1867.0,"Carron, W.","Carron, W.","Carron, W.",1.0,1.0,http://www.wikidata.org/entity/Q24002874,William Carron,Carron,W.,"Carron, W.",,91288109,0000 0000 8484 661X,,,,,P000295b,1821.0,1876.0,,,http://www.wikidata.org/wiki/Q24002874,,,,,http://www.eoas.info/biogs/P000295b,http://adb.anu.edu.au/biography/carron-william-3171
896,2704,Buckley,S.B.,Samuel Botsford,118,,,"Buckley, S.B.","Buckley, S.B.","Buckley, S.B.",1.0,1.0,http://www.wikidata.org/entity/Q2605955,Samuel Botsford Buckley,Buckley,S.B.,"Buckley, S.B.",,77835255,0000 0000 2782 6874,2087.0,1257-1,Buckley,,,1809.0,1884.0,,,http://www.wikidata.org/wiki/Q2605955,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2087,https://www.ipni.org/a/1257-1,,,
897,6560,Fitzgerald,W.V.,William,118,1874.0,1907.0,"Fitzgerald, W.V.","Fitzgerald, W.V.","Fitzgerald, W.V.",1.0,1.0,http://www.wikidata.org/entity/Q6167753,William Vincent Fitzgerald,Fitzgerald,W.V.,"Fitzgerald, W.V.",,,,34066.0,2765-1,W.Fitzg.,,P000408b,1867.0,1929.0,,,http://www.wikidata.org/wiki/Q6167753,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=34066,https://www.ipni.org/a/2765-1,,http://www.eoas.info/biogs/P000408b,
898,19912,Thomas,M.B.,,118,1972.0,2013.0,"Thomas, M.B.","Thomas, M.B.","Thomas, M.B.",1.0,1.0,http://www.wikidata.org/entity/Q21610629,Mason Blanchard Thomas,Thomas,M.B.,"Thomas, M.B.",,,,,10597-1,M.B.Thomas,,,1866.0,1912.0,,,http://www.wikidata.org/wiki/Q21610629,,,https://www.ipni.org/a/10597-1,,,
901,10627,Kashiwadani,H.,,118,1970.0,1986.0,"Kashiwadani, H.","Kashiwadani, H.","Kashiwadani, H.",1.0,1.0,http://www.wikidata.org/entity/Q21517333,Hiroyuki Kashiwadani,Kashiwadani,H.,"Kashiwadani, H.",,79529274,0000 0000 5593 5664,27665,21227-1,Kashiw.,,,1944.0,,,,http://www.wikidata.org/wiki/Q21517333,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=27665,https://www.ipni.org/a/21227-1,,,
903,1498,Bennett,E.M.,Eleanor,117,1965.0,1997.0,"Bennett, E.M.","Bennett, E.M.","Bennett, E.M.",1.0,1.0,http://www.wikidata.org/entity/Q20155122,Eleanor Marion Bennett,Bennett,E.M.,"Bennett, E.M.",,286049057,,11296.0,12344-1,E.M.Benn.,,,1942.0,,,,http://www.wikidata.org/wiki/Q20155122,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11296,https://www.ipni.org/a/12344-1,,,
904,11125,Korthals,P.W.,Pieter Willem,117,,,"Korthals, P.W.","Korthals, P.W.","Korthals, P.W.",1.0,1.0,http://www.wikidata.org/entity/Q442109,Pieter Willem Korthals,Korthals,P.W.,"Korthals, P.W.",,78719729,0000 0000 5962 0037,157.0,4975-1,Korth.,,,1807.0,1892.0,,,http://www.wikidata.org/wiki/Q442109,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=157,https://www.ipni.org/a/4975-1,,,
907,4951,Dalton,J.C.,,116,,,"Dalton, J.C.","Dalton, J.C.","Dalton, J.C.",1.0,1.0,http://www.wikidata.org/entity/Q1699523,John Call Dalton,Dalton,J.C.,"Dalton, J.C.",,10982516,0000 0000 8196 4047,,,,,,1825.0,1889.0,,,http://www.wikidata.org/wiki/Q1699523,,,,,,
914,7805,Grant,J.M.,John Marshall,116,1828.0,1929.0,"Grant, J.M.","Grant, J.M.","Grant, J.M.",1.0,1.0,http://www.wikidata.org/entity/Q16062935,James Macpherson Grant,Grant,J.M.,"Grant, J.M.",,,,,,,,,1822.0,1885.0,,,http://www.wikidata.org/wiki/Q16062935,,,,,,http://adb.anu.edu.au/biography/grant-james-macpherson-3652
915,19395,Strid,A.,Arne,116,1982.0,1983.0,"Strid, A.","Strid, A.","Strid, A.",1.0,1.0,http://www.wikidata.org/entity/Q13409388,Arne Strid,Strid,A.,"Strid, A.",,5182643,0000 0001 0950 5425,68047,10219-1,Strid,,,1943.0,,,,http://www.wikidata.org/wiki/Q13409388,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=68047,https://www.ipni.org/a/10219-1,,,
918,20074,Tindale,M.,Mary,116,1944.0,1986.0,"Tindale, M.","Tindale, M.","Tindale, M.",1.0,1.0,http://www.wikidata.org/entity/Q4815140,Mary Tindale,Tindale,M.,"Tindale, M.",,1718576,0000 0000 6383 0491,25164.0,10681-1,Tindale,,,1920.0,2011.0,,,http://www.wikidata.org/wiki/Q4815140,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25164,https://www.ipni.org/a/10681-1,,,
919,15325,Palmerston,C.,Christie,115,1886.0,1889.0,"Palmerston, C.","Palmerston, C.","Palmerston, C.",1.0,1.0,http://www.wikidata.org/entity/Q5110699,Christie Palmerston,Palmerston,C.,"Palmerston, C.",,,,,,,,,1850.0,1897.0,,,http://www.wikidata.org/wiki/Q5110699,,,,,,http://adb.anu.edu.au/biography/palmerston-christie-4361
922,16431,Radford,A.E.,,115,1951.0,1967.0,"Radford, A.E.","Radford, A.E.","Radford, A.E.",1.0,1.0,http://www.wikidata.org/entity/Q2831158,Albert Ernest Radford,Radford,A.E.,"Radford, A.E.",,75129392,0000 0000 8266 7001,2754.0,8084-1,Radford,,,1918.0,2006.0,,,http://www.wikidata.org/wiki/Q2831158,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2754,https://www.ipni.org/a/8084-1,,,
933,9687,Howell,G.J.,,114,1990.0,1993.0,"Howell, G.J.","Howell, G.J.","Howell, G.J.",1.0,1.0,http://www.wikidata.org/entity/Q18985599,G.J. Howell,Howell,G.J.,"Howell, G.J.",,,,,37383-1,G.J.Howell,,,,,,,http://www.wikidata.org/wiki/Q18985599,,,https://www.ipni.org/a/37383-1,,,
940,14631,Neilson,J.,John,113,,,"Neilson, J.","Neilson, J.","Neilson, J.",1.0,1.0,http://www.wikidata.org/entity/Q21535664,John Neilson,Neilson,J.,"Neilson, J.",,83568884,0000 0001 1679 9564,,,,,,1844.0,1922.0,,,http://www.wikidata.org/wiki/Q21535664,,,,,,http://adb.anu.edu.au/biography/neilson-john-7815
941,6161,Esterhuysen,E.E.,,113,1943.0,1982.0,"Esterhuysen, E.E.","Esterhuysen, E.E.","Esterhuysen, E.E.",1.0,1.0,http://www.wikidata.org/entity/Q5367580,Elsie Elizabeth Esterhuysen,Esterhuysen,E.E.,"Esterhuysen, E.E.",,,,42557.0,2580-1,Esterh.,Q5367580,,1912.0,2006.0,,,http://www.wikidata.org/wiki/Q5367580,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=42557,https://www.ipni.org/a/2580-1,https://bloodhound-tracker.net/Q5367580,,
942,2532,Brown,E.A.,Elizabeth,113,1993.0,2007.0,"Brown, E.A.","Brown, E.A.","Brown, E.A.",1.0,1.0,http://www.wikidata.org/entity/Q21506537,Elizabeth Anne Brown,Brown,E.A.,"Brown, E.A.",,44407399,0000 0001 2130 4490,87008,38855-1,E.A.Br.,,P005546b,1956.0,2013.0,,,http://www.wikidata.org/wiki/Q21506537,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=87008,https://www.ipni.org/a/38855-1,,http://www.eoas.info/biogs/P005546b,
955,7581,Goadby,B.T.,,111,1889.0,1937.0,"Goadby, B.T.","Goadby, B.T.","Goadby, B.T.",1.0,1.0,http://www.wikidata.org/entity/Q21395657,Bede Theodoric Goadby,Goadby,B.T.,"Goadby, B.T.",,,,72409,3207-1,Goadby,,,1863.0,1944.0,,,http://www.wikidata.org/wiki/Q21395657,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=72409,https://www.ipni.org/a/3207-1,,,
957,3487,Chandler,G.T.,,111,1994.0,1999.0,"Chandler, G.T.","Chandler, G.T.","Chandler, G.T.",1.0,1.0,http://www.wikidata.org/entity/Q21340217,Gregory T. Chandler,Chandler,G.T.,"Chandler, G.T.",,,,,37601-1,G.Chandler,,,1972.0,,,,http://www.wikidata.org/wiki/Q21340217,,,https://www.ipni.org/a/37601-1,,,
959,19129,Steetz,J.,,111,1824.0,1849.0,"Steetz, J.","Steetz, J.","Steetz, J.",1.0,1.0,http://www.wikidata.org/entity/Q4526861,Joachim Steetz,Steetz,J.,"Steetz, J.",,91791855,0000 0003 7459 1512,47169.0,12279-1,Steetz,,,1804.0,1862.0,,,http://www.wikidata.org/wiki/Q4526861,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=47169,https://www.ipni.org/a/12279-1,,,
963,19942,Thompson,J.,,110,1958.0,2010.0,"Thompson, J.","Thompson, J.","Thompson, J.(.",1.0,1.0,http://www.wikidata.org/entity/Q24225592,Joseph (Joe) Thompson,Thompson,J.(.,"Thompson, J.(.",,,,,,,,,1838.0,1909.0,,,http://www.wikidata.org/wiki/Q24225592,,,,,,http://adb.anu.edu.au/biography/thompson-joseph-joe-4713
965,15880,Phillips,S.P.,,110,1997.0,2015.0,"Phillips, S.P.","Phillips, S.P.","Phillips, S.P.",1.0,1.0,http://www.wikidata.org/entity/Q21182514,Samuel Pole Phillips,Phillips,S.P.,"Phillips, S.P.",,,,,,,,,1819.0,1901.0,,,http://www.wikidata.org/wiki/Q21182514,,,,,,http://adb.anu.edu.au/biography/phillips-samuel-pole-4397
967,21206,Watts,H.,,110,1855.0,1886.0,"Watts, H.","Watts, H.","Watts, H.",1.0,1.0,http://www.wikidata.org/entity/Q5729931,Henry Watts,Watts,H.,"Watts, H.",,,,26162.0,,,,,1828.0,1889.0,,,http://www.wikidata.org/wiki/Q5729931,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=26162,,,,
969,17570,Sainsbury,G.O.K.,,110,1922.0,1962.0,"Sainsbury, G.O.K.","Sainsbury, G.O.K.","Sainsbury, G.O.K.",1.0,1.0,http://www.wikidata.org/entity/Q21607618,George Osborne King Sainsbury,Sainsbury,G.O.K.,"Sainsbury, G.O.K.",,,,1488,8820-1,Sainsbury,,,1880.0,1957.0,,,http://www.wikidata.org/wiki/Q21607618,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1488,https://www.ipni.org/a/8820-1,,,
975,5778,Duval,D.J.,,108,1844.0,2014.0,"Duval, D.J.","Duval, D.J.","Duval, D.J.",1.0,1.0,http://www.wikidata.org/entity/Q33670417,Daniel J. Duval,Duval,D.J.,"Duval, D.J.",,,,,20017026-1,D.J.Duval,,,,,,,http://www.wikidata.org/wiki/Q33670417,,,https://www.ipni.org/a/20017026-1,,,
981,11952,Lindeberg,C.J.,,108,1856.0,1897.0,"Lindeberg, C.J.","Lindeberg, C.J.","Lindeberg, C.J.",1.0,1.0,http://www.wikidata.org/entity/Q5749308,Carl Johan Lindeberg,Lindeberg,C.J.,"Lindeberg, C.J.",,402155284876387062420,0000 0000 8044 9633,26072.0,5608-1,Lindeb.,,,1815.0,1900.0,,,http://www.wikidata.org/wiki/Q5749308,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=26072,https://www.ipni.org/a/5608-1,,,
985,5198,Degener,I.,Isa,107,1957.0,1986.0,"Degener, I.","Degener, I.","Degener, I.",1.0,1.0,http://www.wikidata.org/entity/Q5920434,Irmgard Degener,Degener,I.,"Degener, I.",,,,,12402-1,I.Deg.,,,1924.0,,,,http://www.wikidata.org/wiki/Q5920434,,,https://www.ipni.org/a/12402-1,,,
986,21510,Whalen,A.J.,,107,1993.0,2003.0,"Whalen, A.J.","Whalen, A.J.","Whalen, A.J.",1.0,1.0,http://www.wikidata.org/entity/Q21612556,Anthony J. Whalen,Whalen,A.J.,"Whalen, A.J.",,,,,20012101-1,A.J.Whalen,,,1968.0,,,,http://www.wikidata.org/wiki/Q21612556,,,https://www.ipni.org/a/20012101-1,,,
989,17710,Sartwell,H.P.,Henry Parker,107,,,"Sartwell, H.P.","Sartwell, H.P.","Sartwell, H.P.",1.0,1.0,http://www.wikidata.org/entity/Q18155169,Henry Parker Sartwell,Sartwell,H.P.,"Sartwell, H.P.",,,,39248.0,8929-1,Sartwell,,,1792.0,1867.0,,,http://www.wikidata.org/wiki/Q18155169,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39248,https://www.ipni.org/a/8929-1,,,
999,6277,Falconer,H.,Hugh,105,1849.0,1949.0,"Falconer, H.","Falconer, H.","Falconer, H.",1.0,1.0,http://www.wikidata.org/entity/Q223013,Hugh Falconer,Falconer,H.,"Falconer, H.",,56760550,0000 0001 2101 5664,25558.0,2626-1,Falc.,,,1808.0,1865.0,,,http://www.wikidata.org/wiki/Q223013,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25558,https://www.ipni.org/a/2626-1,,,
1002,2004,Bolus,H.,Harry,105,1861.0,1883.0,"Bolus, H.","Bolus, H.","Bolus, H.",1.0,1.0,http://www.wikidata.org/entity/Q4091070,Harry Bolus,Bolus,H.,"Bolus, H.",,39135229,0000 0000 4901 317X,331.0,938-1,Bolus,,,1834.0,1911.0,,,http://www.wikidata.org/wiki/Q4091070,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=331,https://www.ipni.org/a/938-1,,,
1003,20222,Tracey,J.G.,,105,1952.0,1992.0,"Tracey, J.G.","Tracey, J.G.","Tracey, J.G.",1.0,1.0,http://www.wikidata.org/entity/Q19060983,John Geoffrey Tracey,Tracey,J.G.,"Tracey, J.G.",,55413873,,,27878-1,Tracey,,,1930.0,2004.0,,,http://www.wikidata.org/wiki/Q19060983,,,https://www.ipni.org/a/27878-1,,,
1004,2272,Brandis,D.,Dietrich,105,1859.0,1883.0,"Brandis, D.","Brandis, D.","Brandis, D.",1.0,1.0,http://www.wikidata.org/entity/Q71069,Dietrich Brandis,Brandis,D.,"Brandis, D.",,62339907,0000 0000 8247 2191,12903.0,1076-1,Brandis,,,1824.0,1907.0,,,http://www.wikidata.org/wiki/Q71069,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12903,https://www.ipni.org/a/1076-1,,,
1006,13370,McKinlay,J.,,104,1861.0,1878.0,"McKinlay, J.","McKinlay, J.","McKinlay, J.",1.0,1.0,http://www.wikidata.org/entity/Q955424,John McKinlay,McKinlay,J.,"McKinlay, J.",,293939575,0000 0003 9951 1945,,,,,P000603b,1819.0,1872.0,,,http://www.wikidata.org/wiki/Q955424,,,,,http://www.eoas.info/biogs/P000603b,http://adb.anu.edu.au/biography/mckinlay-john-4113
1007,18827,Sonder,O.W.,,104,1830.0,1884.0,"Sonder, O.W.","Sonder, O.W.","Sonder, O.W.",1.0,1.0,http://www.wikidata.org/entity/Q77215,Otto Wilhelm Sonder,Sonder,O.W.,"Sonder, O.W.",,27465326,0000 0001 0798 3589,2655.0,9891-1,Sond.,,,1812.0,1881.0,,,http://www.wikidata.org/wiki/Q77215,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2655,https://www.ipni.org/a/9891-1,,,
1012,8343,Haly,C.,Charles,104,,,"Haly, C.","Haly, C.","Haly, C.",1.0,1.0,http://www.wikidata.org/entity/Q19668329,Charles Haly,Haly,C.,"Haly, C.",,,,,,,,,1816.0,1892.0,,,http://www.wikidata.org/wiki/Q19668329,,,,,,http://adb.anu.edu.au/biography/haly-charles-robert-3699
1013,1229,Bayer,R.J.,Randall,104,1944.0,1999.0,"Bayer, R.J.","Bayer, R.J.","Bayer, R.J.",1.0,1.0,http://www.wikidata.org/entity/Q7291564,Randall James Bayer,Bayer,R.J.,"Bayer, R.J.",,,,,14603-1,R.J.Bayer,,,1955.0,,,,http://www.wikidata.org/wiki/Q7291564,,,https://www.ipni.org/a/14603-1,,,
1014,5982,Eichler,Hj.,,103,1955.0,1991.0,"Eichler, Hj.","Eichler, Hj.","Eichler, H.",1.0,1.0,http://www.wikidata.org/entity/Q4530123,Hansjörg Eichler,Eichler,H.,"Eichler, H.",,32459507,0000 0000 6318 0476,111.0,2489-1,H.Eichler,Q4530123,P002340b,1916.0,1992.0,,,http://www.wikidata.org/wiki/Q4530123,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=111,https://www.ipni.org/a/2489-1,https://bloodhound-tracker.net/Q4530123,http://www.eoas.info/biogs/P002340b,
1015,7156,Gamble,J.S.,James Sykes,103,1846.0,1895.0,"Gamble, J.S.","Gamble, J.S.","Gamble, J.S.",1.0,1.0,http://www.wikidata.org/entity/Q1461150,James Sykes Gamble,Gamble,J.S.,"Gamble, J.S.",,55759764,0000 0001 0974 6691,717.0,3003-1,Gamble,,,1847.0,1925.0,,,http://www.wikidata.org/wiki/Q1461150,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=717,https://www.ipni.org/a/3003-1,,,
1016,10419,Johnston,R.M.,,103,1818.0,1885.0,"Johnston, R.M.","Johnston, R.M.","Johnston, R.M.",1.0,1.0,http://www.wikidata.org/entity/Q7347255,Robert Mackenzie Johnston,Johnston,R.M.,"Johnston, R.M.",,23755664,0000 0000 6386 1191,,4523-1,R.M.Johnst.,,P000523b,1843.0,1918.0,,,http://www.wikidata.org/wiki/Q7347255,,,https://www.ipni.org/a/4523-1,,http://www.eoas.info/biogs/P000523b,http://adb.anu.edu.au/biography/johnston-robert-mackenzie-6863
1021,21087,Warncke,E.,,103,1963.0,1967.0,"Warncke, E.","Warncke, E.","Warncke, E.",1.0,1.0,http://www.wikidata.org/entity/Q21612242,Esbern Warncke,Warncke,E.,"Warncke, E.",,,,,28566-1,E.Warncke,,,1939.0,,,,http://www.wikidata.org/wiki/Q21612242,,,https://www.ipni.org/a/28566-1,,,
1028,1788,Black,J.M.,,102,1860.0,1949.0,"Black, J.M.","Black, J.M.","Black, J.M.",1.0,1.0,http://www.wikidata.org/entity/Q924556,John McConnell Black,Black,J.M.,"Black, J.M.",,78621052,0000 0000 6406 6456,372.0,828-1,J.M.Black,,P000966b,1855.0,1951.0,,,http://www.wikidata.org/wiki/Q924556,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=372,https://www.ipni.org/a/828-1,,http://www.eoas.info/biogs/P000966b,http://adb.anu.edu.au/biography/black-john-mcconnell-5251
1029,3918,Coates,F.,Fiona,102,1983.0,2019.0,"Coates, F.","Coates, F.","Coates, F.",1.0,1.0,http://www.wikidata.org/entity/Q33667805,Fiona Coates,Coates,F.,"Coates, F.",,,,,37715-1,Coates,,,,,,,http://www.wikidata.org/wiki/Q33667805,,,https://www.ipni.org/a/37715-1,,,
1030,8857,Hedderson,T.A.J.,,102,1991.0,2013.0,"Hedderson, T.A.J.","Hedderson, T.A.J.","Hedderson, T.A.J.",1.0,1.0,http://www.wikidata.org/entity/Q21515630,Terry Albert John Hedderson,Hedderson,T.A.J.,"Hedderson, T.A.J.",,69145304388878571781,,81425,32122-1,Hedd.,,,1962.0,,,,http://www.wikidata.org/wiki/Q21515630,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=81425,https://www.ipni.org/a/32122-1,,,
